,asin,overall,reviewerID,reviewText,summary,ReviewTag
5289,B00005JHKO,2.0,A1J6R57RU678OO,I purchased this costume for my little boy who absolutely loves trains and Thomas. The costume came and arrived fast however there was no hat included and it was very bulky and only sat on the shoulders there were no ties or anything to keep the costume from coming off. Not a completely bad product just wasn't what we were expecting.,Hat not included,Negative
15031,B00006XXGO,2.0,A3KZTCCVCD38Z8,"The sizing chart is completely useless.  It gives men's sizes and women's sizes; but the sizes listed for the shoes does not specify if they are men's or women's!  The shoes look great, but I can't tell you more than that.",need new size guidelines!,Negative
6157,B0000696B9,1.0,A69HVDCHYIRH8,"While the costume fitted as expected, it was missing the yarn wig and gloves that were supposed to be included.  The only reason I didn't return it was too late for me to find another costume so it was good thing i had also ordered a better wig.",Missing pieces,Negative
25714,B0000891KM,2.0,AR2OYB0IBE7M3,break easily after 1 wash :(,Two Stars,Negative
25638,B0000891IO,2.0,A3BO2QY6K5WWO0,"I loved these tights when I put them on. I didn't know tights could be comfortable! I was so excited I had finally found a pair to last. After one wash, they were destroyed. Never again.",Done with pantyhose,Negative
17007,B00006XXGO,1.0,A2EDDCAMA9JRAX,I thought these would be like the old style Converse from my younger days but these are very cheap with little to no support. they're like wearing nothing.,Very Cheap,Negative
5286,B00005JHKO,2.0,A3HDFTLICOMB82,Product is nice but if you buy it make sure to run to the store and get some safety pins as the tiny patch of Velcro does not stay secure and the whole costume comes forward causing children to trip,Eh,Negative
28727,B00008IM8Q,1.0,AULUTKWXBQCX4,"Good looking watch but strap broken on arrival.

It will be important to check the content of Timex watch if you have decided to purchase Timex watch as a present to avoid embarrassment... It was returned to Amazon.",Good looking watch but strap broken on arrival,Negative
21476,B0000868IP,1.0,AS0VM2H8R721Z,Sized way too small. Also very very scratchy. I did receive fast! I WANT A REfUND please.,Scratchy! Sized too small!,Negative
24978,B0000891JE,1.0,A1HL0QQSXZRK8N,"BAD QUALITY, HORRIBLE CONDITION.",I WILL NEVER BUY THIS ITEM AGAIN...,Negative
28930,B00008IM8Q,1.0,A9Y0OF1WSED5H,The belt was broken when the product was delivered. I am extremely disappointed.,Broken belt. Worst order.,Negative
21473,B0000868IP,1.0,A23NLRXF93Y53A,"Ive worn Bali before with no complaints but the bra is uncomfortable. The side stays dig into my arm pits, the cup is sewn in such a way that it gives the appearance that the cup doesnt fill out, like its not a natural shape to your breast. My husband even commented that they look perky but not. It reminds me of the bras from 40 years ago.  The only positive is the straps don't slip and the band doesnt ride up on me.",like its not a natural shape to your breast,Negative
20027,B0000865II,1.0,A3CEWCDG18OLUP,I order a 3x 4x  and it still didn't fit. Im 5-3 230 pounds and they still couldn't fit properly. Thank God I order different pair  another company in a size 2x and they fit fine.,Runs too small...,Negative
28732,B00008IQ74,1.0,A1ATHELT6MT9EQ,"Comparing with Hanes Control Top Silky Sheer Pantyhose sold in Walmart, this is great disappointing. I could not find a bit darker color from the store, and took chance and ordered barely black from Amazon which fits very tight even with one size bigger, and it does not have sheer barely black look as it does in the picture. It has to go back!!!",Very Disappointing!,Negative
28742,B00008ID0J,1.0,A27J2K9RU1JCFE,"I found these to be huge, far bigger than a size 6.  I have ordered in the past from jockey and found I liked their products and so ordered another style in a smaller size to try once more.  I hope these fit and are not so old fashioned.",Huge,Negative
28924,B00008IM8Q,2.0,A1OMIG0A00JIRZ,I love my timex watch it arrived in a timely manner however the battery died a few days after receiving it. I expected the watch to last longer.,I love my timex watch it arrived in a timely manner ...,Negative
23020,B0000868IP,1.0,AP0ET1CWMLVO9,The plastic on the strap broke the first time I tried it on,One Star,Negative
16988,B00006XXGO,1.0,A27XT8L2WX7HGF,These shoes are fake. Not real converse. I did a lot of research these are not the real converse. Don't be fooled,faux,Negative
1210,6040972467,1.0,A1CSFUHLU0H35A,"The dress was pretty but there were two huge drawbacks.  It smelled horrible when it arrived.  Cigarette smoke and something else I couldn't identify, but it was potent.  Also, the navy band around the waist is embroidered with a pretty flower design, but the embroidery is completely crooked.",The dress was pretty but there were two huge drawbacks,Negative
19534,B00007IZHM,1.0,ACJQXKFGENRXN,New our of package falls down.  I'm unpleased with fit.,One Star,Negative
1380,7709260373,1.0,A3RB0BLUXGXAAA,Was pretty much what I expected for the price but to not have the collar snaps an the snaps to keep it open is not cool. Massively dissatisfied to only see half a snap.,Was pretty much what I expected for the price but to ...,Negative
14886,B00006XXGO,2.0,ASZ3O97N8JC85,Purchased an 8.5 for an 8.5 size foot and they fit like a 9.5.  Sneakers were way too big.  Returned them.  Won't buy again.  Not sure what size to by at this point.,Not true to size,Negative
25642,B0000891IO,2.0,AI2GBR2D7CMB6,They looked great...for the first wear. Ripped after one wear. Tried to fix it with nail polish...didn't work. Poor quality.,They looked great..,Negative
8395,B00006XXGO,1.0,A38KVQXH3QP19E,"I am extremely disappointed. I received FAKE knockoffs of real Chuck Taylors. So sad about it, waste of money",I am extremely disappointed. I received FAKE knockoffs of real Chuck Taylors,Negative
28920,B00008IQ74,2.0,A13CUVMJ2W1VBR,The waist is too big to keep them from sliding down.  Rest was a perfect fit! Won't purchase again.,Don't purchase unless your waist is bigger than your hips,Negative
14883,B00006XXGO,1.0,AHJ907XK0BSXO,It is tricky to buy this online as is difficult to determine what a men or women size is.,Hard to find a size,Negative
25711,B0000891IO,2.0,ANK06K06MHNW5,Runs showed on the first day of wearing.,Two Stars,Negative
28751,B00008ID0J,2.0,A1JH34XCV3EBCS,I thought I was getting the Elance Supersoft....didn't realize there was an Elance cotton. These run smaller and are not as comfortable. Would not buy again. Elance Supersoft fit and feel much better.,Not what I expected.,Negative
16859,B00006XXGO,2.0,AJ2SIQB9PHOCS,I haven't even had these shoes a year and they already have large holes in them. I bought these hoping they would be more comfortable and last longer than the knock-off pair I bought. Nope! These didn't even make it a full year. They were much more comfortable though. Oh well. I won't be spending my money on these again.,Didn't last even as long as the knock-offs,Negative
28750,B00008ID0J,2.0,A355U1Y7WV3WLV,I buy jockey and was looking for a cheaper three-pack.  I couldn't find what I wanted so chose these.  One had polka dots and the waist is too high.  I don't want the man in life to see me in these. Ugh.  The quality is okay.,Doughty and ugly,Negative
21489,B0000868IP,1.0,A38ICFUBTSZRMC,Fit around great bit cup was not a 3D more like a D,Dont do,Negative
14880,B00006XXGO,1.0,A3GO85T30541W9,"I am very disappointed by these shoes. I've worn Converse sneakers my whole life but these specific shoes from Amazon are terrible quality. After a few weeks, the glue connecting the white rubber strip around the base has came apart and it looks like the entire shoe is about to fall apart. I only wear these for a few hours a day and not doing anything vigorous with them.",Very disappointed - cheap and falling apart!,Negative
25641,B0000891IO,1.0,AKFYFRGGNAJBO,"I tried to be very careful with these tights because I know how fragile sheer tights can be. Still, they ripped after I wore them one time. I'm a very petite girl - 5'2"" and 100 lbs. I'll never buy these again and wouldn't recommend them to anyone.",ripped after I wore them once,Negative
28747,B00008ID0J,1.0,A1D0JOGF525S6V,"I wear a size 7 in Jockey briefs and these fit well before washing  However after washing, they shrank and are too small and uncomfortable to wear.  Wish I hadn't ordered 6 pairs.",Disappointed regular Jockey customer,Negative
8513,B000072UML,1.0,AUURGL0Y2UA1C,"REPEATED TIMES ARE SENDING ME A WOMAN SIZE SIZE WHEN A MAN ASK. IN THIS CASE I NEED A NUMBER SIZE US12.

PLEASE MAKE EVERY EFFORT SEND THE CORRECT SIZE.

EMIT PURCHASES ALWAYS THE MAN IN THE AIR.

PLEASE SEND THE TENNIS WITH THE CORRECT SIZE.

Offsetting DEMAND AN ALL MY CASES ESPECIALLY THIS",PLEASE CONFIRM THIS E-MAIL,Negative
6203,B0000696B9,2.0,AA34EKGU05EFJ,"The entire back of the dress is just pain pink, and see through. Needed a slip just to be able to wear it. Fabric is also very thin.",Not worth the money,Negative
6169,B0000696B9,2.0,ABH7JQ94F64GW,"You see the pattern on the front in the picture? Fairly accurate. I like it. So why the back is completely solidly randomly pink is beyond me.
 I mean... c'mon how hard would it have been to make the print go all the way around.
Kinda feels like cheating or something of a fake out. ""It's a Sally costume in front and random pink ugliness in back""
It's like it's a Sally Costume as long as your pink back is to the wall but turn around and... who knows. Ugly pink cheap fabric.
Also the blue turtle neckline  looks stupid. I just picked the stitches and took it off altogether. Pictures is my altered neckline.
  Looks better without... now how to fix the solid pink back that looks nothing like something Sally would wear... working on it.
Don't waste your money. There have got to be better ones out there",Not impressed,Negative
21486,B0000862R1,1.0,A3UY8PZ9EKA5RA,does not fit well - for some reason i pop out the bottom on the right side - I even tried a larger size and had the same problem even though the larger size was too big (which I returned),odd fit,Negative
5366,B00005KJXN,1.0,A2QY24ACTQPU37,So cheap. Don't bother.,Hidious,Negative
5317,B00005JHL3,1.0,A20A1S80DH49J3,Mask was giant and didn't look right.,One Star,Negative
25693,B0000891KM,1.0,A2BMO0NAD7EW47,"Ripped as soon as I put it on. Im 5'8""and 160 pounds and ordered the largest size (E-F) and it ran small.",Ripped Immediately,Negative
6188,B0000696B9,1.0,A2EXCJYAXYR83N,I ordered this outfit it was huge and to make matters worse nothing was included that was stated. So I am sending it back.,... this outfit it was huge and to make matters worse nothing was included that was stated,Negative
1253,6040596368,1.0,A1A0LC688QD410,Cheap looks too cheap do not buy. I return it and didn't receive anything back,One Star,Negative
22934,B0000868IP,2.0,A3HUCWH4WEMW20,Not the right fit.  Had to return it,Two Stars,Negative
9984,B00006XXGO,1.0,A25KXQ6KVE87QK,"I ordered the herbal color which looks like olive green, but I received an olive green color with camouflage. Will be sending back.",I ordered the herbal color which looks like olive green,Negative
28844,B00008IQ74,1.0,A1IVFL5S0J8E4A,Very uncomfortable. Ridiculous to even try to put on. Go to the grocery store and buy No Nonsense Great Shapes... Do not buy these at all.,Go to the grocery store and buy No Nonsense Great Shapes.,Negative
5341,B00005KJXN,1.0,A3Q18WJQJEAKXQ,"No directions on how to wear the hood part, it kept falling off.",One Star,Negative
21539,B0000868IP,1.0,A3P7ASO4ITJ27U,This is the 2nd of 2 bras sane size but this one is a bit snugg! Also breastfeeding are very pointy looking.....senior ugh! Absolutely hateeeeee....,Granny Bra!,Negative
16894,B00006XXGO,2.0,A33Z7NYV7SRZ33,I was disappointed because I ordered my size but they were way too big for my feet. I need to return them.,These shoes run large,Negative
25674,B0000891KM,1.0,AO8UM8NBLVII7,Ripped as soon as I put them on. Very unhappy.,One Star,Negative
16925,B00006XXGO,2.0,A3K75R2XNW1URE,"apparently when my daughter tried them on, she found them to be to big.  l I will need to return and get them a half size smaller.",shoes to big to wear,Negative
16920,B00006XXGO,1.0,A17DH0DD9FHO6O,"Unc,omfortable, not even stylish I had to buy these, don't clean easy, cheap material, never buy a shoe like this",piece of s***,Negative
16893,B00006XXGO,2.0,A2THV58UON8NBN,"I bought these shoes for my dad for Christmas - he likes the old school, original black high top converses.  The ones that arrived were black in color, but they are some type of tweed/pattern.  You can't tell from a distance, but they're absolutely not canvas.  I'm sad that I'm not giving my dad the shoes he had as a teenager, but they'll be nice shoes for him anyway.  I'm not returning and receiving these again when they took longer than everything else I ordered to get here.",ITEM NOT AS PICTURED!!,Negative
22931,B0000868IP,1.0,A1H2WEG5YVE2BD,DD cups are NOT DD.,One Star,Negative
25675,B0000891KM,2.0,AMC4D7AXSC6ME,"These were a bit snug, and ripped in a couple different places the first day I wore them. Granted I was at an event and moving around a lot, but I still expected better quality.",Ripped on the first day,Negative
10009,B00006XXGO,1.0,AN9EE65CMDZLX,"I've had Converse shoes that have lasted 20 years, but these only lasted a few wearings (maybe 10 times) before the soles were worn all the way through and the sides came unglued. Horrible quality. It makes me question whether these are real Converse. Do not buy these. They are a waste of money.",Do not buy these!,Negative
5359,B00005KJXN,2.0,ALRCRJCD868V0,My costume was missing pieces to it.  Looks like it was used before.,Looks like it was used before,Negative
24959,B0000891IO,2.0,A3DV5HK6MQ3N9T,They had a run in them before I made it out the door. I didn't snag them or anything they are very thin.,They had a run in them before I made it ...,Negative
19513,B00007IZHM,1.0,A24ZSM2H85DL8A,"the goods with damage, small hole is visible right now after open package.",hole,Negative
25679,B0000891KM,1.0,A1UZNMPBZ2G3CT,Broke the second time I wore it.,Broken,Negative
24968,B0000891KM,1.0,A14PMV536YEQ3V,"I am very disappointed. They are so thin and fragile that they were near impossible to pull on, then within 2 hours of wearing them for the firs time, they ripped. I hoped for a much better quality from Hanes and feel I wasted money on something I've spent less on for better quality in the past.",Very poor quality,Negative
6179,B0000696B9,2.0,A2NEOPTUV1CHUO,"Unfortunately my wig came not finished, luckily I purchased another wig to wear with the costume, I didn't know if that was a mistake or if the wig came with only half yarn and the rest is like a hair cap. The costume itself fit nice.",Weird Wig,Negative
22932,B0000868IP,2.0,A14959CJGBUJI5,Laaarge! I had to exchange with two size lower then my usual. Plastic like texture but supports pretty well so mixed feeling here.,Plastic like texture but supports pretty well so mixed feeling here,Negative
25672,B0000891IO,1.0,A1QKL89YNOQ8C5,"I've purchased two separate pairs of these and both pairs have run in the first few hours of wearing them.  WASTE OF MONEY.  Steven Madden tights are the way to go, and all I purchase from now on.",WASTE OF MONEY,Negative
14987,B00006XXGO,2.0,AIQ7ZQP8MZ42V,Cute but not comfortable at all!,Two Stars,Negative
16918,B00006XXGO,1.0,ATAYX8CJ2PEK3,Advice on sizing was completely wrong.  They sent me women's size instead of men's size and I had to send them back.  Won't be getting new ones.,Bad Advice,Negative
14977,B00006XXGO,2.0,ADRAUQIYV5XF3,"I love the style of these chucks but they were so tight and narrow that I couldn't even try them on comfortably, much less walk in them. Luckily the return process is extremely easy and I'm hoping they'll have a different size or width that I can exchange them for",I love the style of these chucks but they were so ...,Negative
25662,B0000891KM,1.0,A28N8PA32JSL6G,Wore to wedding. Ripped in the first hour (at the ceremony before dancing ever began) will not buy again,Not worth it,Negative
24966,B0000891KM,2.0,A3IZIQR2ZN3RWD,Not really good quality,Two Stars,Negative
25659,B0000891KM,1.0,A1G1VHZFPOTME9,Ripped as I was starting to put them on.,One Star,Negative
9995,B00006XXGO,2.0,A2Y3RV8NN9Z7HA,Bigger than expected. Oh well.,Two Stars,Negative
14982,B00006XXGO,2.0,A11WIGM9UTM7FT,They run much too large,Two Stars,Negative
22947,B0000868IP,2.0,A2SAVKI3A78H2P,Returning for larger size.,Two Stars,Negative
25666,B0000891IO,2.0,A1F3VD2P5NV7BA,Did not like these hose,not so great,Negative
11659,B00006XXGO,1.0,A1WB8PP0KIBX19,Don't buy!!  The size was way off and I had to return the shoes.  It was more than a 1/2 a size too big.  I don't understand it as shoe sizes are standard.,Don't buy.  Sizes are off.,Negative
21557,B0000862R1,1.0,A11UWAK7XFJIHO,There is absolutely no strap adjustment so the bra keeps riding up towards my chin.,No strap adjustments!,Negative
24961,B0000891IO,1.0,A3SPZ5M4V3AD0M,These stockings snag at the least resistance. Were unwearable by the time I got them on!,One Star,Negative
16915,B000078CYM,2.0,A31U3Z4CHY4M7C,"The  back pack is always a great design, I  have several-the color was not anything near taupe it was more of an olive green that is why I returned it. Thank You",It is advertised as taupe color and actually is more of a olive green,Negative
28852,B00008IM8Q,2.0,AVWSKKFIWF2VW,"This watch is defective.  Won't keep time, keeps stopping.  Replaced the battery, but the watch does not keep time.",Two Stars,Negative
25670,B0000891IO,1.0,AH05RANWVLQ7Z,I did not mean to order control top!,One Star,Negative
12186,B000072US4,2.0,A2HGNZCQMLJU83,Shoes were to big,Two Stars,Negative
28871,B00008IQ74,1.0,A1UZ2ZU8OP223Y,Size runs incredibly smaller on width but length is plenty long.,One Star,Negative
9986,B00006XXGO,1.0,A1S8LA9GONJX9K,To big,One Star,Negative
25658,B0000891KM,1.0,A2PA0J9B1E6NBC,Got torn after a few minutes of wear.,A waste!,Negative
28874,B00008IM8Q,1.0,A242EXJ67QQGV7,"Immediately after receiving this watch, the battery ran out. I paid for a new battery. I then noticed some condensation inside - it started fogging up. I know it's not waterproof, so I never wear it in the shower or pool. I suppose some water must have splashed on it while I was washing my hands. A few days later - no longer working. So basically, if you wash your hands you shouldn't buy this watch.",Will break quickly,Negative
16897,B00006XXGO,1.0,A2176Y4Y12NX4X,telling me its a size 7 its a size 9 wtf???? its too longggg and idk how i want to send it back what a waste of my money,tooo huge,Negative
28849,B00008IQ74,1.0,AGQLMU96SYATD,"I don't know what has happened to Hanes...but their products keep going down hill! These fit fine in the legs, but the panty is not control top and does nothing but get larger and slide down!",Giving up on Hanes,Negative
28832,B00008IQ74,1.0,A3LSXXKDERZXBO,This package looked like it was from 1920. The tights smelled HORRENDOUS and would not even fit over one leg. The material was very odd. I threw these out immediately.,This package looked like it was from 1920,Negative
12225,B00006XXGO,1.0,A35M1ESFVLYKVM,These shoes last at the most 3 months. The sole gets a hole in them :(,One Star,Negative
8486,B00006XXGO,1.0,AD77AK13UOF34,This product is marked as unisex however they fit totally weird.  There's not a correct option to pick about the size.  The toe is long and pointy different from a woman's converse.  I tried two different sizes and there was no way either would work.,Unisex doesn't mean unisex,Negative
8487,B00006XXGO,2.0,A10F8JKMDGNVKI,"This was under kids unisex. These are not for kids, these are men size 8,5",Two Stars,Negative
19505,B00007IZHM,1.0,A2YEUUQTCZCBZ4,Very loose. Poor quality.,Poor quality,Negative
24970,B0000891KM,1.0,A2CHZ0BDRBWXY0,The color in person looks nothing like the color on the website. Way too tan.,The color is misleading.,Negative
22922,B0000868IP,2.0,A1FWFJK7ASG3ZS,"This bra is only great for large boobs if you want that cone boob look. Very tight and supportive on the back. I actually use this bra plus a sports bra for the gym because I have had back surgery, and it does give great support, It hold them down and keeps them stable without smushing them. I just don't like my breasts to look like traffic cones.",This bra is only great for large boobs if you want that cone boob ...,Negative
28811,B00008IQ74,1.0,APP1TCFUAR5BD,Fit is great BUT.....came with a nasty run on the thigh area.  Not pleased about this as I was very pleased with the fit and was glad to have them to wear for tomorrow.  Emailed Hanes and got ZERO response at all.,Run in them right out of the package,Negative
28627,B00008IQ74,1.0,A3F99CFEDG53KP,I didn't like them at all.  Would not stay up!,One Star,Negative
28810,B00008IQ74,2.0,A1USM114EUX400,I thought these were supposed to have no patterns?  These came with black stripes down the tights.  Disappointed,Two Stars,Negative
28809,B00008IQ74,1.0,A2EN8MORJ5EYJX,Broke a hole before wearing them once! Threw them away! Disappointed,Disappointed,Negative
1324,7709260373,1.0,ASNL6H7NUM5C8,Cheap material zipper came off just in one.  Not happy with purchase,Not happy with,Negative
22921,B0000868IP,2.0,A23MQI589W3Z2Y,"It was so baggy, I can't even wear it. And yes, I bought it in my correct size...",Didn't even fit at its tightest,Negative
5324,B00005JHL3,2.0,A14OILINSZD3P9,"cheap - But I guess for such a cheap costume, I'm getting my money's worth.  Plus - the back of your hear is ""Exposed"".",Its worth matches the amount you pay for it...,Negative
22920,B0000868IP,2.0,AXQL6GB4SNSE3,"Shape becomes a little weird n conical. Fabric not comfy, feels like plastic.",feels like plastic.,Negative
16951,B00006XXGO,1.0,A269EU3W950IB3,What a joke! I bought these for my husband and they were too big. I sent them back at my own cost and was never refunded any money or contacted in any way. I would never use game day soles again.....save your money or head to a store.,Returned these but never got credited or refunded any money for them .....criminals,Negative
15008,B00006XXGO,1.0,A24NIRWRVHCD7U,The shoes are men's 6.5 instead of women's 6.5 andninhabent had s chance to enjoy them. They will be returned.,5 andninhabent had s chance to enjoy them. They will be returned,Negative
14928,B00006XXGO,2.0,A1OS0POTWBLOK7,When it says Unisex I think I misinterpreted that. I thought that just meant the sizing but these look like they fit alien feet. Each shoe barely looks different right to left. I ordered a wider size and they are still narrower than most narrow sizes. I sent these back and ordered a pair of normal Converse Chuck Taylors. I have a hard time believing these are made by Converse. They looked very generic.,Unisex? Unispecies? These are made for aliens.,Negative
28804,B00008IQ74,1.0,A2YSVCF242MUKB,"I chose the size based on my height and weight dimensions following  the size chart, recommendations but they were surprisingly small. Couldn't pull them on.",Size chart not accurate,Negative
24951,B0000891KM,1.0,A3QOV29DWN4AQU,I opened one that already had a hole in it in the panty area - it was by the waistband.  *sigh*  Good thing there were two in the order.,It comes pre-hole-y!,Negative
14926,B00006XXGO,2.0,A1QLFO26Z9WLFU,"They  need to be more specific on the side. I ordered the wrong size cause I was a bit confused on what (m) stood for. I thought it was ""men's"" but I was wrong.",They need to be more specific on the side. ...,Negative
8430,B00006XXGO,1.0,A12U80088ZYXW0,Love the shoes but Too large not a size 8 women's. Returning,One Star,Negative
8497,B000072UML,2.0,A2T2ZEBII8QDNN,"The product itself was fine but because the item was the wrong size, I had to return for a credit or an exchange.  It cost almost ten dollars to return the item after originally spending about six or seven dollars for shipping and handling.  If I understand your policy, and you have the correct size and ship that, I will pay another six or seven dollars for shipping.  That means for a purchase of about forty dollars, I have paid almost twenty four dollars extra.  I would never purchase another clothing item from [...].",Not satisfied,Negative
28800,B00008IM8Q,1.0,AI6QRD62QAFZA,When it came it did not work and was very cheaply made!,One Star,Negative
19503,B00007IZHM,1.0,A1Q2VQ8FN3V7SS,Too short,One Star,Negative
11652,B000072US4,1.0,AKFFQ7U5HPMMS,"I bought these for my 12 year old daughter after her older pair wore out. After a few weeks, she was complaining that these didn't fit right. After doing some research on authentic Converse shoes, we determined that these are over priced knockoffs. The chuck Taylor logo is missing the (R)  symbol and is faded, the stitching around the sole is wrong when compared to authentic Converse also.",Buyer beware! Cheap knock off Converse!,Negative
6184,B0000696B9,1.0,A3DZQM4DV53S35,Returned the item b/c the pattern did not go to the back of the dress,One Star,Negative
1234,6040972467,2.0,A1RJ9DJHPUHNTL,The sizes are confusing. I wear a medium and this was huge!,Two Stars,Negative
12176,B00006XXGO,1.0,A30XU3X72APVUX,When my shoes arrived they were wrong size and color. Never again!,One Star,Negative
25655,B0000891KM,1.0,A1VKBAXHV233OF,"Ordered a bearly there and it's more like it's out there .. it's too dark for my skin tone I'm not white and I'm not black, my skin tone is like a medium beige and these panty hose is like 3 or 4 shades darker than my skin color .. not ordering again",too dark for my skin tone,Negative
21563,B0000868IP,1.0,A22L4DJS95ZCE,Terrible.  Sent it back,Don't buy!,Negative
28830,B00008IM8Q,2.0,A29HFAPU9CBXT5,"It is lovely, but much too tight.  I likely will return it.  I have bought another one which should arrive soon.",Runs small,Negative
5332,B00005JSCD,1.0,ASU7G8TY1AYD3,Ordered this hat thinking it was going to be SATIN. It is not. The other reviewer i thought was just sent the wrong hat so i ordered it anyway thinking i would recieve the right hat. This company sent me a Fabric gauze see threw material witch hat.,"This hat is not ""SATIN"" it is a see threw  hat.",Negative
14946,B00006XXGO,2.0,A7PVJOU45VZ4E,I've worn chucks my whole life and never had the shoe fall apart in 2 days. Maybe it was a defected one? Pretty disappointing ESP since I live in Hawaii and getting things shipped are a pain. Ill never order from here again,Unhappy because sole of shoe ripped off 2nd day I wore them,Negative
10017,B00006XXGO,1.0,A1TSYV36OP64X4,The very first time these shoes got wet the letters on the Converse All Star have smudged.  There is no good reason for this to occur after a slight bout with water.  NOT HAPPY!,NOT HAPPY!,Negative
20010,B0000865JR,2.0,A2BJKB56UFXERR,"The legs shredded into massive runs at the slightest stretch when I was trying them on for the first time.

By mistake I ordered a size that was one size too small for me which is why I'm not giving them only one star.  Even so, they still shouldn't have been so fragile.  I was not prepared for them to be so soft and delicate in nature.

I won't order the larger size because I can't guarantee they won't behave the same way...I prefer sturdier hosiery...",Never Got to Wear These,Negative
28890,B00008IQ74,1.0,AK8O9AL3YUTDZ,"These are the WORST pantyhose I have ever worn. When you touch them they feel like regular, normal pantyhose but when you wear them they are SUPER itchy. I have big thighs that rub against each other so in the summer I have to wear coco butter oil to avoid chafing but if I'm wearing pantyhose I don't have to worry about that. Unfortunately, these actually instigated the chafing and my thighs have been trying to recover the past few days. Also, they run small. I usually get one size bigger to make sure that stockings will fit comfortably but these were really tight at one size bigger. Save yourself the hassle!",The WORST pantyhose ever!,Negative
16938,B00006XXGO,2.0,A11UMU7JREJ9YZ,This is my first pair of Chuck's. I had no idea they ran so big. I do not like dealing with return and I am dreading going through the process.,This shoe runs big.,Negative
6165,B0000696B9,2.0,A1O5MYBJ1Z5M69,"Dress perfect. Gloves bluer than pic. Wig is horrible, not enough yarn coverage.","Dnt wait til last minute, when ordering costumes. Halloween ruined",Negative
8443,B00006XXGO,1.0,ADFRKCUQNI0YG,"Too large, which really is fine. What sucks is they deduct shipping from your refund. I think I'll be going to zappos.com in the future.","Too large, you pay shipping.",Negative
24955,B0000891IO,1.0,A2LG8JOROORPJZ,"Ordered these in time for a formal event, color was great, not to light, not too dark.  I ordered the right size.  However material wise it was of poor quality, snagged on everything... I got them on a then of course they ripped as I was adjusting... and I was being careful because I knew the material wouldn't be too forgiving.  Very disappointing. Will never order these again.  I had to go with a spare pair of leggins pantyhose I had bought at a store while a go but were a little too dark for my liking, sigh. Oh well.","Poor quality, ripped as soon as I got them on...",Negative
1309,7709260373,2.0,A30955PRHVAHQF,"I bought this jacket for my son in two different sizes because we didn't have time to exchange before a party.  Other reviewers said to size up but I found it true to size so the smaller size fit.  Unfortunately, the smaller jacket (the one that fit) was wadded up and looked used and either washed or slept in.  The one that was too big looked great.  I'm stuck with the only usable jacket being too big.  Better quality control checks are needed before merchandise is shipped.","Sent one used, horrible looking jacket",Negative
22972,B0000868IP,1.0,AA7NL92PUDHVZ,I guess I ordered the wrong bra as I hate underwire bras & will be sending this one back.,"Bali Flower Bali Bra, 46B white",Negative
12195,B00006XXGO,2.0,A11TO8N8RJM5JC,I don't like these type of Converse shoes because there is hardly any arch in the design.  I had to buy these for a wedding I have to attend.,I don't like these type of Converse shoes because there is hardly ...,Negative
28819,B00008IQ74,1.0,A222LDSFD1DKIM,These tights are plain weird. I am 5 feet 4 inches and weighs 130 pounds so I ordered three pairs of mediums. They tight did not stay up. I pull them up and 15 minutes later the waist bands are around my crotch and the crotch are around my mid thigh and I am doing the penguin walk. Ugh!!!,These tights are plain weird. I am 5 feet ...,Negative
28893,B00008IM8Q,2.0,AL96R2VM1ZRVY,"The band is way too small and even with an Amazon Rep. on the phone, no adjustable band could be found - that looks anything like the one I ordered.  I'll have to return it.",no adjustable band could be found - that looks anything like the one I ordered,Negative
8438,B00006XXGO,2.0,A34P54JZRYNWDC,"If you order these, they run a 1/2 size larger than you would normally wear. Other than that I really liked them, I just cannot wear them since they feel too big.","Other than that I really liked them, I just cannot wear them since they ...",Negative
28816,B00008IQ74,1.0,A3COVWCV1TVIQ1,These have a strong horrible smell! Definitely not keeping these.,These have a strong horrible smell! Definitely not keeping these.,Negative
16881,B00006XXGO,1.0,AC8J1A972YQQR,"when they arrived I was so excited.........
but when I opened up the box looked like I had placed a order for shaq!!!!
instead of getting a size 9",wayyyyyyyy to biggg,Negative
5333,B00005JSCD,2.0,A3PZLXRJBKKULX,"This hat is not satin as advertised. The material is see-through like gauze. Even the tag says ""fabric witch hat"" rather than ""satin witch hat."" It is also much flimsier than the photo makes it appear. BUT for the low price, it is adequate for my child's dress-up play. I just feel misled by the product description.",This hat is NOT satin!,Negative
9958,B00006XXGO,1.0,A2WXFM4HYCLJMH,After reading reviews that all said the M means men's...I ordered the 5 M which should have been a 5 in men's. It is a 5 in women's which is way to small!,After reading reviews that all said the M means men's ...,Negative
5293,B00005JHKO,1.0,A1NI4GMBQV5TYI,"I read a few of the reviews describing this thing as cheap but thought ""What the heck - it's just a Halloween costume"". My oh my. This thing is CHEAP. And the hat looks NOTHING like the one in the photo. Probably not worth the money.",Beyond Cheap,Negative
14855,B00006XXGO,2.0,A3CTV4BV5UQAKL,"Based on the reviews that stated ""Too large"", I ordered my pair 2 sizes smaller than my normal size. The pair that I received was still at least 2 sizes too big! Clearly, I don't understand the odd Converse sizing. What's the deal?! Returned. I'll buy them somewhere else.","Ordered two sizes smaller and were STILL huge! What's the deal, Converse?!",Negative
20034,B0000865JR,1.0,AV0EOAB603AO9,Ripped as soon as I put them on. Poor quality.,Poor quality.,Negative
20036,B0000865JR,1.0,AX21T976WT3OR,The stocking is not sheer at all.,One Star,Negative
